year,make,model,type,trans,miles,lux,price,makeavg,makemodavg,typecode,transcode
2001,Chevrolet,Corvette,conv,auto,61637,0,14999,20283.812865497075,28494.666666666668,8,0
2002,Ford,F-250,pickup,auto,229000,0,4995,21333.73062730627,20295.5,6,0
2003,Chevrolet,Astro,van,auto,113774,0,6985,20283.812865497075,6985.0,4,0
2003,Mercedes-Benz,SL-Class,conv,auto,92235,1,8995,31617.1125,38326.0,8,0
2003,Mercedes-Benz,SLK-Class,conv,auto,36979,1,12288,31617.1125,13094.0,8,0
2004,Audi,TT,conv,manual,83482,1,8850,25355.823529411766,8850.0,8,1
2004,BMW,Z4,conv,auto,125148,1,5585,25001.56,30827.333333333332,8,0
2004,Chevrolet,Colorado,pickup,auto,148278,0,4295,20283.812865497075,19296.666666666668,6,0
2004,Porsche,911,conv,manual,83231,1,39990,74542.0625,99642.88888888889,8,1
2004,Toyota,Sienna,minivan,auto,178817,0,4390,17057.60769230769,20580.04,3,0
2005,Lexus,LS,sedan,auto,146629,1,7800,24917.206896551725,7800.0,1,0
2005,Mercedes-Benz,CLK-Class,conv,auto,99026,1,7600,31617.1125,7600.0,8,0
2006,BMW,6,conv,auto,105688,1,8985,25001.56,31731.75,8,0
2006,GMC,Sierra,pickup,auto,91621,0,7572,22799.557142857142,22265.266666666666,6,0
2006,Toyota,Tacoma,pickup,auto,101238,0,15492,17057.60769230769,18727.666666666668,6,0
2006,Toyota,Tacoma,pickup,auto,158000,0,6995,17057.60769230769,18727.666666666668,6,0
2007,Chevrolet,Corvette,coupe,manual,27939,0,22990,20283.812865497075,28494.666666666668,7,1
2007,Chevrolet,Silverado,pickup,auto,94452,0,11000,20283.812865497075,23265.760869565216,6,0
2007,Dodge,RAM,pickup,auto,205913,0,2999,18225.64864864865,10239.666666666666,6,0
2007,Ford,E-Series,van,auto,131787,0,6900,21333.73062730627,12154.857142857143,4,0
2007,Ford,F-150,pickup,auto,122983,0,11995,21333.73062730627,27010.86567164179,6,0
2007,Ford,F-150,pickup,auto,123918,0,7999,21333.73062730627,27010.86567164179,6,0
2007,Honda,Accord,sedan,auto,152917,0,5500,16881.61739130435,16016.52,1,0
2007,Lexus,ES,sedan,auto,101928,1,6499,24917.206896551725,17765.222222222223,1,0
2007,Nissan,Frontier,pickup,auto,127156,0,8995,14958.864,20496.5625,6,0
2007,Porsche,Cayman,coupe,manual,132544,1,13994,74542.0625,13994.0,7,1
2007,Toyota,Avalon,sedan,auto,133177,0,6992,17057.60769230769,15021.25,1,0
2007,Toyota,Camry,sedan,auto,116808,0,6356,17057.60769230769,14360.894736842105,1,0
2007,Toyota,Tacoma,pickup,auto,100000,0,15990,17057.60769230769,18727.666666666668,6,0
2007,Toyota,Tundra,pickup,auto,139962,0,11995,17057.60769230769,20336.571428571428,6,0
2008,BMW,3,conv,auto,87451,1,8900,25001.56,17132.91891891892,8,0
2008,BMW,3,coupe,auto,110904,1,6495,25001.56,17132.91891891892,7,0
2008,BMW,5,sedan,auto,113225,1,6995,25001.56,19344.333333333332,1,0
2008,BMW,5,sedan,auto,129435,1,6063,25001.56,19344.333333333332,1,0
2008,Chevrolet,Colorado,pickup,auto,38681,0,8532,20283.812865497075,19296.666666666668,6,0
2008,Chevrolet,Express,van,auto,66000,0,8490,20283.812865497075,17017.444444444445,4,0
2008,Chevrolet,Silverado,pickup,auto,152195,0,6995,20283.812865497075,23265.760869565216,6,0
2008,Chevrolet,Silverado,pickup,auto,202949,0,6599,20283.812865497075,23265.760869565216,6,0
2008,Ford,Edge,suv,auto,140596,0,6488,21333.73062730627,19842.0,5,0
2008,Ford,Explorer,pickup,auto,69882,0,13995,21333.73062730627,20469.25,6,0
2008,Ford,F-350,pickup,auto,46210,0,20992,21333.73062730627,30741.428571428572,6,0
2008,GMC,Canyon,pickup,auto,104256,0,6991,22799.557142857142,25797.363636363636,6,0
2008,Honda,Civic,sedan,manual,178000,0,3800,16881.61739130435,15698.85,1,1
2008,INFINITI,G37,coupe,manual,118434,1,7995,19861.266666666666,9496.666666666666,7,1
2008,Jeep,Wrangler,suv,auto,140547,0,13996,20947.5593220339,26156.0,5,0
2008,Mercedes-Benz,C-Class,sedan,auto,123005,1,6250,31617.1125,24610.833333333332,1,0
2008,Subaru,Outback,wagon,manual,103866,0,5495,17980.04054054054,18247.314285714285,2,1
2008,Toyota,Matrix,hatch,auto,97385,0,6533,17057.60769230769,6766.0,0,0
2008,Toyota,Tacoma,pickup,auto,158893,0,12594,17057.60769230769,18727.666666666668,6,0
2008,Volkswagen,Rabbit,hatch,auto,114336,0,4888,13575.45945945946,4888.0,0,0
2009,Acura,MDX,suv,auto,119890,1,8995,17474.30769230769,21056.75,5,0
2009,BMW,3,sedan,auto,126785,1,6595,25001.56,17132.91891891892,1,0
2009,BMW,3,sedan,auto,130000,1,6700,25001.56,17132.91891891892,1,0
2009,Chevrolet,Express,van,auto,43724,0,14491,20283.812865497075,17017.444444444445,4,0
2009,Chevrolet,Express,van,auto,46718,0,13201,20283.812865497075,17017.444444444445,4,0
2009,Chevrolet,Express,van,auto,137000,0,6495,20283.812865497075,17017.444444444445,4,0
2009,Chevrolet,Malibu,sedan,auto,149310,0,3750,20283.812865497075,10909.0,1,0
2009,Chevrolet,Silverado,pickup,auto,91886,0,11995,20283.812865497075,23265.760869565216,6,0
2009,Chevrolet,Silverado,pickup,auto,95176,0,9995,20283.812865497075,23265.760869565216,6,0
2009,Ford,E-Series,van,auto,224741,0,5999,21333.73062730627,12154.857142857143,4,0
2009,Ford,F-350,pickup,auto,115114,0,10990,21333.73062730627,30741.428571428572,6,0
2009,GMC,Canyon,pickup,auto,111814,0,12000,22799.557142857142,25797.363636363636,6,0
2009,GMC,Sierra,pickup,auto,66976,0,15995,22799.557142857142,22265.266666666666,6,0
2009,GMC,Sierra,pickup,auto,122916,0,12890,22799.557142857142,22265.266666666666,6,0
2009,GMC,Sierra,pickup,auto,140184,0,11854,22799.557142857142,22265.266666666666,6,0
2009,Honda,Accord,sedan,auto,104681,0,7992,16881.61739130435,16016.52,1,0
2009,Honda,Civic,sedan,auto,129071,0,6495,16881.61739130435,15698.85,1,0
2009,Lexus,ES,sedan,auto,158420,1,6792,24917.206896551725,17765.222222222223,1,0
2009,Lincoln,MKS,sedan,auto,101001,1,6995,27000.090909090908,6995.0,1,0
2009,MINI,Cooper,hatch,manual,132750,0,4995,13678.5,14421.111111111111,0,1
2009,Mitsubishi,Galant,sedan,auto,109379,0,4495,12785.777777777777,4495.0,1,0
2009,Nissan,Cube,wagon,auto,62125,0,4500,14958.864,4500.0,2,0
2009,Subaru,Outback,wagon,auto,100000,0,7990,17980.04054054054,18247.314285714285,2,0
2009,Toyota,Corolla,sedan,auto,75424,0,5612,17057.60769230769,11229.35294117647,1,0
2009,Toyota,Corolla,sedan,auto,153180,0,5959,17057.60769230769,11229.35294117647,1,0
2009,Toyota,Matrix,hatch,auto,84129,0,6999,17057.60769230769,6766.0,0,0
2009,Toyota,Tacoma,pickup,manual,59863,0,14995,17057.60769230769,18727.666666666668,6,1
2009,Toyota,Tacoma,pickup,auto,157691,0,13992,17057.60769230769,18727.666666666668,6,0
2009,Toyota,Venza,suv,auto,179055,0,6885,17057.60769230769,6885.0,5,0
2009,Volkswagen,Beetle,conv,auto,76615,0,6498,13575.45945945946,10787.0,8,0
2010,Acura,TSX,sedan,auto,152992,1,6995,17474.30769230769,7735.0,1,0
2010,BMW,3,sedan,auto,153000,1,6595,25001.56,17132.91891891892,1,0
2010,BMW,5,sedan,auto,94759,1,5000,25001.56,19344.333333333332,1,0
2010,Cadillac,CTS,wagon,auto,79511,1,9995,20507.8,15852.375,2,0
2010,Cadillac,SRX,suv,auto,77341,1,7495,20507.8,11247.5,5,0
2010,Chevrolet,Camaro,coupe,auto,93720,0,14699,20283.812865497075,16731.4,7,0
2010,Chevrolet,Colorado,pickup,auto,44249,0,8991,20283.812865497075,19296.666666666668,6,0
2010,Chevrolet,Silverado,pickup,auto,85043,0,15000,20283.812865497075,23265.760869565216,6,0
2010,Chevrolet,Silverado,pickup,auto,100000,0,14990,20283.812865497075,23265.760869565216,6,0
2010,Dodge,RAM,pickup,auto,103372,0,13725,18225.64864864865,10239.666666666666,6,0
2010,Dodge,RAM,pickup,auto,114251,0,13995,18225.64864864865,10239.666666666666,6,0
2010,Ford,E-Series,van,auto,20416,0,12700,21333.73062730627,12154.857142857143,4,0
2010,Ford,Edge,suv,auto,130735,0,7888,21333.73062730627,19842.0,5,0
2010,Ford,F-150,pickup,auto,75963,0,17492,21333.73062730627,27010.86567164179,6,0
2010,Ford,F-150,pickup,auto,83353,0,15500,21333.73062730627,27010.86567164179,6,0
2010,Ford,F-150,pickup,auto,150661,0,13000,21333.73062730627,27010.86567164179,6,0
2010,Ford,Ranger,pickup,auto,44837,0,14990,21333.73062730627,24985.0,6,0
2010,Ford,Taurus,sedan,auto,65696,0,9500,21333.73062730627,14917.714285714286,1,0
2010,GMC,Sierra,pickup,auto,95521,0,14900,22799.557142857142,22265.266666666666,6,0
2010,GMC,Sierra,pickup,auto,178838,0,7868,22799.557142857142,22265.266666666666,6,0
2010,Honda,Accord,sedan,auto,101894,0,8592,16881.61739130435,16016.52,1,0
2010,Honda,Fit,hatch,auto,139165,0,5495,16881.61739130435,10330.0,0,0
2010,INFINITI,G37,sedan,auto,104778,1,9995,19861.266666666666,9496.666666666666,1,0
2010,Kia,Soul,wagon,auto,84210,0,6490,13165.627118644068,11794.458333333334,2,0
2010,Lexus,ES,sedan,auto,59026,1,11810,24917.206896551725,17765.222222222223,1,0
2010,Lexus,ES,sedan,auto,85041,1,8995,24917.206896551725,17765.222222222223,1,0
2010,Lexus,ES,sedan,auto,111234,1,8995,24917.206896551725,17765.222222222223,1,0
2010,Mercedes-Benz,M-Class,suv,auto,115671,1,8700,31617.1125,9347.5,5,0
2010,Mercedes-Benz,SLK-Class,conv,auto,38984,1,13900,31617.1125,13094.0,8,0
2010,Mercedes-Benz,Sprinter,van,auto,103268,1,15999,31617.1125,33990.666666666664,4,0
2010,MINI,Cooper,wagon,auto,145342,0,3985,13678.5,14421.111111111111,2,0
2010,Mitsubishi,Lancer,sedan,manual,42521,0,23599,12785.777777777777,14196.333333333334,1,1
2010,Nissan,Sentra,sedan,auto,87000,0,6295,14958.864,11188.933333333332,1,0
2010,Subaru,Outback,wagon,auto,145000,0,7750,17980.04054054054,18247.314285714285,2,0
2010,Toyota,4Runner,suv,auto,163024,0,12795,17057.60769230769,24630.4,5,0
2010,Toyota,Camry,sedan,auto,72387,0,10300,17057.60769230769,14360.894736842105,1,0
2010,Toyota,Corolla,sedan,auto,87431,0,7992,17057.60769230769,11229.35294117647,1,0
2010,Toyota,Corolla,sedan,auto,110715,0,7392,17057.60769230769,11229.35294117647,1,0
2010,Toyota,Corolla,sedan,auto,129279,0,7171,17057.60769230769,11229.35294117647,1,0
2010,Toyota,Tacoma,pickup,auto,53594,0,21000,17057.60769230769,18727.666666666668,6,0
2010,Toyota,Tacoma,pickup,auto,112710,0,10990,17057.60769230769,18727.666666666668,6,0
2010,Toyota,Tacoma,pickup,auto,122325,0,14994,17057.60769230769,18727.666666666668,6,0
2010,Toyota,Tacoma,pickup,auto,138830,0,12995,17057.60769230769,18727.666666666668,6,0
2010,Volkswagen,Eos,conv,auto,82313,0,6000,13575.45945945946,6000.0,8,0
2010,Volkswagen,Routan,minivan,auto,104098,0,6160,13575.45945945946,6160.0,3,0
2010,Volvo,XC70,wagon,auto,108755,1,9995,25680.190476190477,9995.0,2,0
2011,Audi,A6,sedan,auto,100000,1,9990,25355.823529411766,17921.666666666668,1,0
2011,Audi,Q7,suv,auto,144760,1,9785,25355.823529411766,18882.5,5,0
2011,BMW,3,sedan,auto,80247,1,9980,25001.56,17132.91891891892,1,0
2011,BMW,3,sedan,auto,97000,1,8985,25001.56,17132.91891891892,1,0
2011,BMW,3,sedan,auto,112000,1,8900,25001.56,17132.91891891892,1,0
2011,BMW,5,sedan,auto,93710,1,12500,25001.56,19344.333333333332,1,0
2011,BMW,7,sedan,auto,78332,1,14599,25001.56,21412.333333333332,1,0
2011,Buick,Enclave,suv,auto,100652,0,10500,16636.633333333335,15487.5,5,0
2011,Buick,LaCrosse,sedan,auto,80183,0,9482,16636.633333333335,13491.0,1,0
2011,Cadillac,CTS,sedan,auto,50319,1,12995,20507.8,15852.375,1,0
2011,Cadillac,CTS,sedan,auto,69867,1,9980,20507.8,15852.375,1,0
2011,Chevrolet,Camaro,coupe,auto,58553,0,13199,20283.812865497075,16731.4,7,0
2011,Chevrolet,Camaro,coupe,auto,70888,0,10999,20283.812865497075,16731.4,7,0
2011,Chevrolet,Cruze,sedan,auto,122777,0,5950,20283.812865497075,11440.4375,1,0
2011,Chevrolet,Malibu,sedan,auto,123786,0,4999,20283.812865497075,10909.0,1,0
2011,Chevrolet,Silverado,pickup,auto,74782,0,19990,20283.812865497075,23265.760869565216,6,0
2011,Chevrolet,Silverado,pickup,auto,94667,0,16000,20283.812865497075,23265.760869565216,6,0
2011,Chrysler,300,sedan,auto,117480,0,9995,17990.2,20057.444444444445,1,0
2011,Dodge,Grand,minivan,auto,77799,0,6699,18225.64864864865,14463.516129032258,3,0
2011,Ford,F-150,pickup,auto,135042,0,10895,21333.73062730627,27010.86567164179,6,0
2011,Ford,F-150,pickup,auto,183962,0,10886,21333.73062730627,27010.86567164179,6,0
2011,Ford,F-150,pickup,auto,211729,0,10000,21333.73062730627,27010.86567164179,6,0
2011,Ford,F-250,pickup,auto,78286,0,15995,21333.73062730627,20295.5,6,0
2011,Ford,Flex,suv,auto,114416,0,7380,21333.73062730627,18281.18181818182,5,0
2011,Ford,Taurus,sedan,auto,158351,0,5995,21333.73062730627,14917.714285714286,1,0
2011,Ford,Transit,van,auto,94450,0,6895,21333.73062730627,24186.5,4,0
2011,Ford,Transit,van,auto,120596,0,6500,21333.73062730627,24186.5,4,0
2011,GMC,Sierra,pickup,auto,82881,0,21500,22799.557142857142,22265.266666666666,6,0
2011,GMC,Sierra,pickup,auto,120941,0,12841,22799.557142857142,22265.266666666666,6,0
2011,GMC,Sierra,pickup,auto,127047,0,15950,22799.557142857142,22265.266666666666,6,0
2011,GMC,Sierra,pickup,auto,139953,0,13174,22799.557142857142,22265.266666666666,6,0
2011,GMC,Sierra,pickup,auto,199288,0,6996,22799.557142857142,22265.266666666666,6,0
2011,GMC,Yukon,suv,auto,150861,0,14495,22799.557142857142,33240.57142857143,5,0
2011,Honda,Accord,sedan,auto,74609,0,9792,16881.61739130435,16016.52,1,0
2011,Honda,Accord,sedan,auto,79649,0,9580,16881.61739130435,16016.52,1,0
2011,Honda,Accord,sedan,manual,104451,0,7992,16881.61739130435,16016.52,1,1
2011,Honda,CR-Z,hatch,auto,122738,0,4350,16881.61739130435,7425.0,0,0
2011,Honda,Fit,hatch,manual,100000,0,6990,16881.61739130435,10330.0,0,1
2011,INFINITI,G37,sedan,auto,100794,1,10500,19861.266666666666,9496.666666666666,1,0
2011,Jeep,Liberty,suv,auto,119700,0,7500,20947.5593220339,7500.0,5,0
2011,Kia,Forte5,hatch,auto,173086,0,3995,13165.627118644068,7695.0,0,0
2011,Kia,Sorento,suv,auto,113104,0,8495,13165.627118644068,14627.6,5,0
2011,Mazda,MAZDA3,sedan,auto,128574,0,5240,16112.90909090909,11391.333333333334,1,0
2011,Mercedes-Benz,E-Class,wagon,auto,105542,1,14495,31617.1125,30438.6,2,0
2011,Mercedes-Benz,GL-Class,suv,auto,76250,1,14997,31617.1125,14997.0,5,0
2011,Mercedes-Benz,M-Class,suv,auto,99323,1,9995,31617.1125,9347.5,5,0
2011,Mercedes-Benz,S-Class,sedan,auto,68927,1,24099,31617.1125,51583.142857142855,1,0
2011,MINI,Countryman,suv,auto,104459,0,6995,13678.5,6995.0,5,0
2011,Nissan,Maxima,sedan,auto,48321,0,9382,14958.864,20238.6,1,0
2011,Nissan,Titan,pickup,auto,97801,0,12900,14958.864,27316.0,6,0
2011,Subaru,Impreza,sedan,manual,110770,0,6995,17980.04054054054,15704.958333333334,1,1
2011,Subaru,Legacy,sedan,auto,121096,0,6995,17980.04054054054,13546.0,1,0
2011,Subaru,Outback,wagon,auto,135650,0,6595,17980.04054054054,18247.314285714285,2,0
2011,Toyota,Camry,sedan,auto,66806,0,9592,17057.60769230769,14360.894736842105,1,0
2011,Toyota,Camry,sedan,auto,128961,0,6694,17057.60769230769,14360.894736842105,1,0
2011,Toyota,Corolla,sedan,manual,87531,0,7994,17057.60769230769,11229.35294117647,1,1
2011,Toyota,Highlander,suv,auto,107838,0,11750,17057.60769230769,19498.25,5,0
2011,Toyota,RAV4,suv,auto,73699,0,9870,17057.60769230769,17244.6,5,0
2011,Toyota,Sienna,minivan,auto,102000,0,11999,17057.60769230769,20580.04,3,0
2011,Toyota,Tacoma,pickup,auto,46237,0,21588,17057.60769230769,18727.666666666668,6,0
2011,Toyota,Tundra,pickup,auto,108958,0,17992,17057.60769230769,20336.571428571428,6,0
2011,Volkswagen,Golf,hatch,manual,149750,0,4950,13575.45945945946,16572.5,0,1
2011,Volkswagen,Jetta,sedan,auto,91129,0,6499,13575.45945945946,13875.818181818182,1,0
2011,Volkswagen,Tiguan,suv,auto,77701,0,7200,13575.45945945946,12995.8,5,0
2012,Acura,TSX,sedan,auto,152084,1,8475,17474.30769230769,7735.0,1,0
2012,Audi,A3,wagon,auto,85752,1,8995,25355.823529411766,18500.2,2,0
2012,Audi,A5,coupe,auto,99073,1,9495,25355.823529411766,23915.8,7,0
2012,BMW,3,coupe,auto,102354,1,7599,25001.56,17132.91891891892,7,0
2012,BMW,6,conv,auto,69854,1,19995,25001.56,31731.75,8,0
2012,Buick,Enclave,suv,auto,171464,0,6991,16636.633333333335,15487.5,5,0
2012,Cadillac,CTS,sedan,auto,97732,1,10995,20507.8,15852.375,1,0
2012,Chevrolet,Avalanche,pickup,auto,95652,0,19526,20283.812865497075,19526.0,6,0
2012,Chevrolet,Camaro,coupe,auto,88501,0,15199,20283.812865497075,16731.4,7,0
2012,Chevrolet,Silverado,pickup,auto,43798,0,20000,20283.812865497075,23265.760869565216,6,0
2012,Chevrolet,Silverado,pickup,auto,89595,0,20475,20283.812865497075,23265.760869565216,6,0
2012,Chevrolet,Silverado,pickup,auto,94527,0,16895,20283.812865497075,23265.760869565216,6,0
2012,Chevrolet,Silverado,pickup,auto,153369,0,14536,20283.812865497075,23265.760869565216,6,0
2012,FIAT,500,hatch,manual,69846,0,6495,9745.0,6495.0,0,1
2012,Ford,E-Series,van,auto,47455,0,14995,21333.73062730627,12154.857142857143,4,0
2012,Ford,E-Series,van,auto,49115,0,14500,21333.73062730627,12154.857142857143,4,0
2012,Ford,E-Series,van,auto,61660,0,13995,21333.73062730627,12154.857142857143,4,0
2012,Ford,F-150,pickup,auto,45286,0,20995,21333.73062730627,27010.86567164179,6,0
2012,Ford,F-150,pickup,auto,64987,0,23000,21333.73062730627,27010.86567164179,6,0
2012,Ford,F-150,pickup,auto,72082,0,16655,21333.73062730627,27010.86567164179,6,0
2012,Ford,F-150,pickup,auto,137546,0,10900,21333.73062730627,27010.86567164179,6,0
2012,Ford,Flex,suv,auto,134731,0,9950,21333.73062730627,18281.18181818182,5,0
2012,Ford,Focus,sedan,auto,80131,0,6700,21333.73062730627,10257.875,1,0
2012,Ford,Fusion,sedan,auto,61979,0,7850,21333.73062730627,15276.228571428572,1,0
2012,GMC,Sierra,pickup,auto,139971,0,13995,22799.557142857142,22265.266666666666,6,0
2012,GMC,Sierra,pickup,auto,158146,0,13924,22799.557142857142,22265.266666666666,6,0
2012,Honda,Civic,sedan,auto,100481,0,8992,16881.61739130435,15698.85,1,0
2012,Honda,Odyssey,minivan,auto,57340,0,14480,16881.61739130435,21389.41176470588,3,0
2012,Honda,Odyssey,minivan,auto,91582,0,11799,16881.61739130435,21389.41176470588,3,0
2012,Honda,Ridgeline,pickup,auto,98633,0,14990,16881.61739130435,20225.0,6,0
2012,Hyundai,Tucson,suv,auto,106000,0,7299,14506.948717948719,14725.57142857143,5,0
2012,Jeep,Wrangler,suv,auto,53863,0,20485,20947.5593220339,26156.0,5,0
2012,Jeep,Wrangler,suv,manual,106780,0,17450,20947.5593220339,26156.0,5,1
2012,Land,Rover,suv,auto,84270,1,16999,29472.833333333332,29472.833333333332,5,0
2012,Mazda,MAZDA3,hatch,auto,89295,0,8250,16112.90909090909,11391.333333333334,0,0
2012,Mercedes-Benz,C-Class,sedan,auto,52737,1,9990,31617.1125,24610.833333333332,1,0
2012,Mercedes-Benz,C-Class,sedan,auto,52973,1,11800,31617.1125,24610.833333333332,1,0
2012,Mercedes-Benz,SLS-Class,conv,auto,15200,1,109997,31617.1125,109997.0,8,0
2012,MINI,Cooper,coupe,manual,131704,0,4950,13678.5,14421.111111111111,7,1
2012,Subaru,Impreza,hatch,auto,100000,0,9990,17980.04054054054,15704.958333333334,0,0
2012,Subaru,Outback,wagon,auto,123052,0,8995,17980.04054054054,18247.314285714285,2,0
2012,Toyota,Camry,sedan,auto,42867,0,12000,17057.60769230769,14360.894736842105,1,0
2012,Toyota,Camry,sedan,auto,91908,0,10990,17057.60769230769,14360.894736842105,1,0
2012,Toyota,Highlander,suv,auto,82619,0,14990,17057.60769230769,19498.25,5,0
2012,Toyota,Prius,hatch,auto,91703,0,10690,17057.60769230769,16897.25,0,0
2012,Toyota,Tacoma,pickup,auto,119723,0,8492,17057.60769230769,18727.666666666668,6,0
2012,Toyota,Tundra,pickup,auto,79633,0,18995,17057.60769230769,20336.571428571428,6,0
2012,Toyota,Tundra,pickup,auto,109265,0,21395,17057.60769230769,20336.571428571428,6,0
2012,Volkswagen,Passat,sedan,auto,18420,0,11338,13575.45945945946,13041.375,1,0
2012,Volkswagen,Passat,sedan,auto,97345,0,6998,13575.45945945946,13041.375,1,0
2012,Volvo,S60,sedan,auto,100000,1,12990,25680.190476190477,22183.833333333332,1,0
2013,Acura,ILX,sedan,auto,88614,1,11995,17474.30769230769,15121.0,1,0
2013,Audi,A5,coupe,auto,54126,1,16789,25355.823529411766,23915.8,7,0
2013,BMW,3,conv,auto,89155,1,15998,25001.56,17132.91891891892,8,0
2013,BMW,3,sedan,auto,41373,1,14655,25001.56,17132.91891891892,1,0
2013,BMW,3,sedan,auto,57861,1,11995,25001.56,17132.91891891892,1,0
2013,BMW,5,sedan,auto,73279,1,15700,25001.56,19344.333333333332,1,0
2013,BMW,X1,suv,auto,82390,1,9785,25001.56,16256.75,5,0
2013,Buick,Encore,suv,auto,63800,0,12469,16636.633333333335,15029.9,5,0
2013,Cadillac,ATS,sedan,auto,65736,1,14995,20507.8,17004.166666666668,1,0
2013,Cadillac,CTS,sedan,auto,76283,1,10690,20507.8,15852.375,1,0
2013,Cadillac,XTS,sedan,auto,51712,1,17622,20507.8,20184.666666666668,1,0
2013,Cadillac,XTS,sedan,auto,59878,1,18495,20507.8,20184.666666666668,1,0
2013,Chevrolet,Camaro,coupe,auto,64555,0,14295,20283.812865497075,16731.4,7,0
2013,Chevrolet,Captiva,suv,auto,97304,0,7300,20283.812865497075,7300.0,5,0
2013,Chevrolet,Cruze,sedan,auto,100000,0,7500,20283.812865497075,11440.4375,1,0
2013,Chevrolet,Malibu,sedan,auto,159381,0,5500,20283.812865497075,10909.0,1,0
2013,Chevrolet,Silverado,pickup,auto,31000,0,16999,20283.812865497075,23265.760869565216,6,0
2013,Chrysler,200,sedan,auto,59165,0,8957,17990.2,9898.916666666666,1,0
2013,Chrysler,200,sedan,auto,89450,0,7895,17990.2,9898.916666666666,1,0
2013,Chrysler,200,sedan,auto,99452,0,5491,17990.2,9898.916666666666,1,0
2013,Chrysler,Town,minivan,auto,79467,0,10880,17990.2,12625.0,3,0
2013,Dodge,Charger,sedan,auto,115608,0,7995,18225.64864864865,22188.53846153846,1,0
2013,Dodge,Dart,sedan,auto,85086,0,7950,18225.64864864865,7950.0,1,0
2013,Ford,C-Max,wagon,auto,137127,0,5885,21333.73062730627,12748.75,2,0
2013,Ford,E-Series,van,auto,15746,0,15995,21333.73062730627,12154.857142857143,4,0
2013,Ford,Escape,suv,auto,180573,0,6995,21333.73062730627,15258.619047619048,5,0
2013,Ford,F-150,pickup,auto,69398,0,18950,21333.73062730627,27010.86567164179,6,0
2013,Ford,F-150,pickup,auto,79897,0,18986,21333.73062730627,27010.86567164179,6,0
2013,Ford,F-150,pickup,auto,118052,0,15000,21333.73062730627,27010.86567164179,6,0
2013,Ford,F-250,pickup,auto,99628,0,23988,21333.73062730627,20295.5,6,0
2013,Ford,F-350,pickup,auto,98338,0,35925,21333.73062730627,30741.428571428572,6,0
2013,Ford,Transit,van,auto,88602,0,7950,21333.73062730627,24186.5,4,0
2013,Ford,Transit,van,auto,99873,0,7700,21333.73062730627,24186.5,4,0
2013,Ford,Transit,van,auto,103067,0,7500,21333.73062730627,24186.5,4,0
2013,Ford,Transit,van,auto,103418,0,7995,21333.73062730627,24186.5,4,0
2013,GMC,Sierra,pickup,auto,126876,0,16995,22799.557142857142,22265.266666666666,6,0
2013,GMC,Terrain,suv,auto,90248,0,11365,22799.557142857142,16708.0,5,0
2013,Honda,Accord,sedan,auto,45085,0,14992,16881.61739130435,16016.52,1,0
2013,Honda,CR-Z,hatch,auto,52796,0,10500,16881.61739130435,7425.0,0,0
2013,Honda,Fit,hatch,auto,39911,0,8995,16881.61739130435,10330.0,0,0
2013,Honda,Odyssey,minivan,auto,99975,0,14495,16881.61739130435,21389.41176470588,3,0
2013,Hyundai,Elantra,sedan,auto,89285,0,7245,14506.948717948719,10875.76923076923,1,0
2013,Hyundai,Elantra,sedan,auto,97236,0,6995,14506.948717948719,10875.76923076923,1,0
2013,Hyundai,Sonata,sedan,auto,142000,0,5995,14506.948717948719,13583.25,1,0
2013,Hyundai,Veloster,coupe,manual,84000,0,8981,14506.948717948719,8981.0,7,1
2013,INFINITI,JX35,suv,auto,51079,1,18495,19861.266666666666,18495.0,5,0
2013,Jeep,Wrangler,suv,auto,53962,0,23988,20947.5593220339,26156.0,5,0
2013,Kia,Optima,sedan,auto,78562,0,10500,13165.627118644068,13706.222222222223,1,0
2013,Lexus,CT,wagon,auto,48003,1,12995,24917.206896551725,18649.75,2,0
2013,Mazda,MAZDA3,hatch,auto,68684,0,6995,16112.90909090909,11391.333333333334,0,0
2013,Mazda,MX-5,conv,auto,20347,0,15932,16112.90909090909,18538.0,8,0
2013,Mercedes-Benz,C-Class,sedan,auto,55439,1,13995,31617.1125,24610.833333333332,1,0
2013,Mercedes-Benz,E-Class,wagon,auto,76214,1,20767,31617.1125,30438.6,2,0
2013,Mercedes-Benz,S-Class,sedan,auto,44300,1,34750,31617.1125,51583.142857142855,1,0
2013,Mitsubishi,Lancer,sedan,auto,98044,0,7495,12785.777777777777,14196.333333333334,1,0
2013,Nissan,Altima,sedan,auto,40411,0,10991,14958.864,13126.935483870968,1,0
2013,Nissan,Altima,sedan,auto,121547,0,6888,14958.864,13126.935483870968,1,0
2013,Nissan,Altima,sedan,auto,151021,0,6995,14958.864,13126.935483870968,1,0
2013,Nissan,Frontier,pickup,auto,46151,0,16995,14958.864,20496.5625,6,0
2013,Nissan,Frontier,pickup,auto,56087,0,19995,14958.864,20496.5625,6,0
2013,Nissan,NV,van,auto,38000,0,13995,14958.864,16982.6,4,0
2013,Porsche,Cayenne,suv,auto,80150,1,21980,74542.0625,26589.5,5,0
2013,Subaru,Impreza,hatch,auto,44668,0,19475,17980.04054054054,15704.958333333334,0,0
2013,Subaru,Impreza,hatch,auto,65451,0,12444,17980.04054054054,15704.958333333334,0,0
2013,Subaru,Impreza,hatch,auto,80675,0,10488,17980.04054054054,15704.958333333334,0,0
